CustomerID,Age,Gender,State,Operator,SIMTenureMonths,RechargeAmount,RechargeFrequencyDays,DataUsageGB,CallMinutes,SMSUsage,PlanType,NetworkComplaints,DroppedCalls,LateRechargeDays,CustomerSupportCalls,SatisfactionScore,PortRequest,Churn
CUST07400,53,Male,Punjab,Airtel,57,499,14,31.14,486,59,Prepaid,1,10,13,1,4,No,No
CUST07401,37,Male,Uttar Pradesh,BSNL,11,799,28,62.67,212,7,Prepaid,2,12,5,2,4,No,No
CUST07402,51,Female,West Bengal,Airtel,8,199,28,45.32,215,20,Prepaid,3,13,9,2,2,No,No
CUST07403,40,Male,Maharashtra,Airtel,66,199,28,11.25,794,43,Prepaid,3,21,23,2,4,No,No
CUST07404,36,Male,West Bengal,Jio,30,399,28,38.71,602,33,Prepaid,2,13,1,1,4,Yes,Yes
CUST07405,28,Male,West Bengal,Airtel,27,149,21,27.28,491,232,Prepaid,5,19,7,4,1,Yes,Yes
CUST07406,18,Male,Uttar Pradesh,BSNL,29,239,28,31.07,450,21,Prepaid,0,0,0,0,5,No,No
CUST07407,50,Female,Karnataka,Airtel,13,699,30,29.75,293,56,Postpaid,3,17,3,2,4,No,No
CUST07408,34,Other,Tamil Nadu,Jio,63,1499,30,12.36,659,39,Postpaid,4,16,0,2,3,No,No
CUST07409,52,Male,Maharashtra,Jio,46,239,14,28.97,1262,60,Prepaid,3,10,6,2,4,No,No
CUST07410,24,Female,Tamil Nadu,Jio,23,499,60,14.65,307,131,Prepaid,3,5,2,2,3,No,No
CUST07411,64,Male,Gujarat,Airtel,79,239,28,19.72,316,23,Prepaid,2,13,2,2,3,No,No
CUST07412,32,Male,Karnataka,Jio,18,299,45,9.89,677,45,Prepaid,0,0,6,1,5,No,Yes
CUST07413,27,Male,Gujarat,Airtel,1,799,30,28.6,144,29,Postpaid,2,13,18,2,3,Yes,No
CUST07414,32,Female,Gujarat,Airtel,17,1199,45,37.89,637,25,Postpaid,1,6,0,1,4,No,No
CUST07415,37,Male,Maharashtra,Vi,91,399,35,20.15,165,58,Prepaid,1,12,26,1,3,No,No
CUST07416,34,Male,Telangana,Jio,17,99,60,10.31,246,63,Prepaid,0,2,3,0,5,No,No
CUST07417,29,Male,Rajasthan,Vi,30,799,30,10.32,333,101,Postpaid,0,10,14,0,5,Yes,No
CUST07418,18,Male,Delhi,Airtel,16,1199,30,33.24,313,216,Postpaid,7,21,8,4,1,No,Yes
CUST07419,25,Male,Rajasthan,Jio,84,499,14,20.69,886,75,Prepaid,6,30,0,3,2,Yes,Yes
CUST07420,48,Female,Uttar Pradesh,Others,14,99,28,26.54,390,93,Prepaid,0,10,12,0,4,No,No
CUST07421,24,Male,Kerala,Jio,24,499,28,21.59,134,22,Prepaid,5,27,7,3,1,Yes,No
CUST07422,18,Female,Gujarat,Airtel,20,999,35,21.92,107,59,Postpaid,1,7,0,1,3,No,No
CUST07423,22,Male,Karnataka,Jio,2,299,21,27.94,434,53,Prepaid,0,1,11,0,5,No,No
CUST07424,34,Male,Punjab,Airtel,46,1999,35,36.1,341,57,Postpaid,0,4,0,0,5,No,No
CUST07425,26,Male,Delhi,Airtel,18,199,28,22.82,459,9,Prepaid,7,32,3,5,1,Yes,Yes
CUST07426,32,Male,Maharashtra,Jio,85,799,35,55.8,396,147,Postpaid,9,32,4,6,1,No,Yes
CUST07427,25,Male,Gujarat,Airtel,69,399,35,13.58,960,79,Prepaid,6,21,4,4,1,No,No
CUST07428,47,Male,Maharashtra,Airtel,104,199,14,42.94,89,15,Prepaid,5,12,4,3,3,No,Yes
CUST07429,41,Female,Punjab,Vi,44,299,28,14.71,1032,83,Prepaid,5,30,11,4,1,Yes,Yes
CUST07430,62,Female,Karnataka,Jio,20,199,21,14.89,947,142,Prepaid,3,14,1,2,3,No,Yes
CUST07431,30,Male,Kerala,Jio,28,99,14,31.35,1500,43,Prepaid,1,5,0,1,5,No,No
CUST07432,32,Male,Punjab,Airtel,6,149,28,33.01,465,73,Prepaid,6,21,15,5,1,Yes,Yes
CUST07433,49,Male,Rajasthan,Jio,50,149,21,20.33,496,74,Prepaid,1,6,3,2,4,Yes,No
CUST07434,40,Male,Maharashtra,Airtel,47,299,28,23.86,1366,178,Prepaid,2,15,6,1,4,No,No
CUST07435,24,Male,Maharashtra,Jio,59,199,28,43.88,365,31,Prepaid,0,0,11,0,5,No,No
CUST07436,42,Female,Tamil Nadu,Jio,12,499,28,33.68,1199,43,Prepaid,1,9,4,1,4,No,No
CUST07437,40,Male,Delhi,Vi,31,99,35,25.77,1394,39,Prepaid,0,0,2,1,4,Yes,No
CUST07438,18,Male,Rajasthan,Vi,33,299,35,8.07,1698,113,Prepaid,4,14,1,4,1,No,No
CUST07439,27,Male,Delhi,Airtel,32,149,45,54.24,306,29,Prepaid,4,13,0,4,3,No,Yes
CUST07440,37,Male,Kerala,Vi,39,499,28,18.59,408,15,Prepaid,1,3,14,1,4,No,No
CUST07441,52,Female,Rajasthan,Vi,36,99,21,56.93,375,90,Prepaid,0,13,13,2,4,No,No
CUST07442,43,Male,Uttar Pradesh,Airtel,37,199,35,14.48,1229,69,Prepaid,4,25,5,3,2,No,Yes
CUST07443,28,Male,Telangana,Others,29,199,45,29.46,343,14,Prepaid,3,13,0,5,2,Yes,Yes
CUST07444,27,Female,Gujarat,Vi,58,149,28,18.84,426,59,Prepaid,1,9,15,1,4,Yes,No
CUST07445,45,Male,Gujarat,Airtel,40,499,28,41.16,952,72,Prepaid,3,15,0,3,3,No,No
CUST07446,18,Female,Maharashtra,Airtel,33,149,35,27.78,441,63,Prepaid,4,14,0,2,4,No,Yes
CUST07447,25,Male,Maharashtra,BSNL,35,799,30,36.62,227,32,Postpaid,9,44,2,7,1,Yes,Yes
CUST07448,52,Male,Tamil Nadu,Jio,36,99,28,12.6,376,82,Prepaid,7,28,4,7,1,No,Yes
CUST07449,39,Female,Karnataka,Jio,10,399,28,25.46,593,62,Prepaid,0,4,9,1,5,No,No
CUST07450,26,Male,Delhi,Jio,44,299,28,34.56,528,76,Prepaid,3,13,7,2,4,No,No
CUST07451,21,Male,Punjab,Jio,45,399,60,21.06,1069,30,Prepaid,0,8,0,0,3,No,Yes
CUST07452,45,Male,Gujarat,Jio,27,399,45,7.27,1258,70,Prepaid,6,24,0,3,1,No,Yes
CUST07453,36,Male,Rajasthan,Vi,7,499,60,45.3,325,15,Postpaid,2,16,5,2,4,No,No
CUST07454,32,Female,Maharashtra,Airtel,96,1499,28,33.12,905,32,Postpaid,5,19,0,3,2,Yes,Yes
CUST07455,39,Female,Karnataka,Jio,65,399,30,13.81,496,41,Postpaid,3,18,11,5,3,No,Yes
CUST07456,37,Other,Tamil Nadu,Vi,10,1499,35,18.72,302,14,Postpaid,2,7,5,1,4,Yes,Yes
CUST07457,36,Female,Kerala,Airtel,2,199,28,14.97,1023,151,Prepaid,6,26,2,3,1,No,Yes
CUST07458,19,Male,Delhi,Airtel,49,239,90,12.5,603,164,Prepaid,6,33,3,3,2,Yes,Yes
CUST07459,23,Male,Maharashtra,Jio,48,499,30,17.16,463,27,Postpaid,1,11,0,2,4,No,No
CUST07460,44,Male,Delhi,Vi,12,2999,28,27.61,872,93,Postpaid,1,4,16,1,4,No,No
CUST07461,42,Male,Gujarat,Jio,84,149,60,7.49,407,104,Prepaid,2,19,1,3,3,No,No
CUST07462,40,Male,Gujarat,Jio,16,199,28,16.37,216,1,Prepaid,0,0,0,0,5,No,No
CUST07463,28,Female,Uttar Pradesh,Jio,42,799,35,35.43,449,99,Postpaid,3,22,0,4,3,Yes,Yes
CUST07464,44,Male,Maharashtra,Vi,22,499,35,27.92,787,1,Prepaid,5,14,9,3,3,No,No
CUST07465,31,Male,Tamil Nadu,Airtel,25,239,45,57.67,536,10,Prepaid,1,10,0,3,4,No,Yes
CUST07466,51,Male,Rajasthan,Jio,3,499,14,39.18,160,35,Prepaid,0,2,10,1,5,No,No
CUST07467,26,Female,Delhi,Jio,4,299,21,4.07,38,26,Prepaid,1,8,4,1,4,No,Yes
CUST07468,29,Female,Maharashtra,Airtel,58,299,35,16.43,539,84,Prepaid,1,14,15,1,4,No,No
CUST07469,33,Female,Punjab,Airtel,19,999,30,35.95,354,123,Postpaid,4,24,0,4,2,No,No
CUST07470,45,Male,Delhi,Jio,31,99,28,11.47,751,43,Prepaid,9,33,15,5,1,No,Yes
CUST07471,35,Female,West Bengal,Vi,33,499,35,46.77,485,65,Postpaid,2,10,2,1,3,No,No
CUST07472,35,Male,Karnataka,Others,29,799,45,17.67,554,54,Postpaid,2,13,10,2,3,No,No
CUST07473,30,Female,Tamil Nadu,Jio,22,999,35,33.3,1079,49,Postpaid,0,6,2,0,5,No,No
CUST07474,38,Male,Delhi,Airtel,64,699,30,21.4,568,15,Postpaid,0,0,0,0,5,No,No
CUST07475,34,Male,Karnataka,Jio,41,399,35,35.26,457,31,Prepaid,1,16,13,1,4,No,Yes
CUST07476,26,Male,Maharashtra,Vi,23,299,28,16.22,792,1,Prepaid,3,15,0,2,3,No,Yes
CUST07477,37,Female,Delhi,Airtel,13,699,35,24.3,1055,14,Postpaid,4,18,2,3,3,No,Yes
CUST07478,37,Male,Telangana,Jio,5,149,21,35.66,220,72,Prepaid,3,18,1,5,1,Yes,Yes
CUST07479,63,Female,Uttar Pradesh,Vi,93,149,35,25.72,293,152,Prepaid,5,10,1,3,3,No,Yes
CUST07480,28,Male,Gujarat,Vi,28,99,45,22.6,670,46,Prepaid,0,0,2,0,5,No,No
CUST07481,25,Male,Rajasthan,Jio,40,399,35,15.28,305,9,Prepaid,0,2,0,0,4,No,Yes
CUST07482,38,Male,Telangana,Jio,85,799,60,36.35,872,75,Postpaid,1,0,6,1,4,No,No
CUST07483,23,Male,Uttar Pradesh,Jio,50,239,28,19.68,236,72,Prepaid,1,3,0,2,4,No,No
CUST07484,22,Male,Gujarat,Airtel,38,299,21,20.49,1205,75,Prepaid,1,8,1,3,4,No,Yes
CUST07485,18,Male,Telangana,Vi,48,599,28,21.37,1039,147,Prepaid,1,11,20,1,4,No,Yes
CUST07486,26,Female,Karnataka,Airtel,55,299,28,12.2,446,33,Prepaid,1,4,11,2,4,No,No
CUST07487,26,Male,Tamil Nadu,Airtel,86,149,60,11.28,843,9,Prepaid,0,0,3,1,5,No,No
CUST07488,20,Female,Tamil Nadu,Vi,2,499,45,35.52,295,62,Postpaid,3,8,2,2,3,No,No
CUST07489,32,Female,Madhya Pradesh,Airtel,42,199,35,18.14,1132,5,Prepaid,1,4,16,1,4,No,Yes
CUST07490,18,Female,Kerala,Airtel,91,1999,30,32.84,1321,21,Postpaid,4,21,14,4,3,No,No
CUST07491,41,Male,Kerala,Airtel,22,499,35,12.4,600,16,Postpaid,6,27,5,3,1,No,Yes
CUST07492,28,Male,Maharashtra,BSNL,12,239,21,7.17,125,14,Prepaid,0,7,1,1,5,No,No
CUST07493,30,Male,Kerala,Jio,35,999,30,10.19,1152,60,Postpaid,1,2,8,2,3,Yes,Yes
CUST07494,42,Male,Maharashtra,Jio,43,199,60,24.65,1469,103,Prepaid,4,16,4,3,4,No,No
CUST07495,39,Female,Karnataka,Jio,102,399,45,18.15,596,31,Prepaid,1,2,0,1,3,No,No
CUST07496,27,Male,Tamil Nadu,Vi,2,799,28,10.39,1155,64,Prepaid,0,4,0,3,4,No,No
CUST07497,40,Male,Tamil Nadu,Airtel,7,239,45,10.44,418,44,Prepaid,2,17,1,1,4,No,No
CUST07498,54,Female,Rajasthan,Jio,8,799,28,28.37,720,73,Prepaid,4,14,4,3,3,No,No
CUST07499,23,Male,Tamil Nadu,Others,110,199,28,65.85,715,73,Prepaid,6,29,0,3,1,No,Yes
CUST07500,44,Female,Kerala,BSNL,21,999,28,13.22,516,26,Postpaid,0,15,12,1,5,No,No
CUST07501,22,Male,Gujarat,Others,42,799,14,18.88,461,72,Prepaid,5,8,0,4,3,No,No
CUST07502,49,Female,Karnataka,Jio,9,239,45,6.38,267,86,Prepaid,6,20,9,4,1,No,Yes
CUST07503,26,Male,Kerala,BSNL,10,499,45,20.15,476,53,Prepaid,0,4,11,0,5,No,No
CUST07504,26,Male,Maharashtra,Jio,120,99,28,27.56,659,105,Prepaid,2,14,1,4,3,No,Yes
CUST07505,49,Male,Rajasthan,Jio,8,299,28,22.3,1464,53,Prepaid,3,7,1,2,4,No,Yes
CUST07506,44,Female,Uttar Pradesh,Airtel,10,99,45,16.66,580,21,Prepaid,0,5,0,1,5,No,No
CUST07507,27,Male,Tamil Nadu,Airtel,33,1499,28,18.36,152,13,Postpaid,1,0,4,1,4,No,Yes
CUST07508,37,Male,Uttar Pradesh,Jio,94,399,35,18.55,851,19,Prepaid,8,24,1,4,1,Yes,Yes
CUST07509,26,Female,Gujarat,Airtel,17,299,21,51.57,577,26,Prepaid,0,0,5,0,5,No,No
CUST07510,18,Female,Madhya Pradesh,Vi,85,299,28,22.79,838,49,Prepaid,0,3,1,2,4,No,No
CUST07511,37,Female,Gujarat,Jio,34,239,28,28.52,759,54,Prepaid,1,1,0,1,4,No,No
CUST07512,31,Other,Delhi,Jio,38,799,30,3.71,635,127,Postpaid,2,11,3,2,4,No,No
CUST07513,24,Male,Maharashtra,Jio,26,1499,35,87.63,443,73,Postpaid,1,4,1,1,5,No,No
CUST07514,51,Male,Rajasthan,BSNL,16,299,35,5.06,378,40,Prepaid,0,0,12,0,5,No,No
CUST07515,24,Female,Uttar Pradesh,Jio,27,299,28,31.77,322,15,Prepaid,1,12,1,1,4,No,No
CUST07516,37,Female,Kerala,Airtel,102,499,28,25.37,749,7,Prepaid,3,24,28,2,3,No,No
CUST07517,48,Male,West Bengal,Jio,37,149,21,28.48,772,53,Prepaid,0,0,26,0,5,No,No
CUST07518,32,Male,Rajasthan,BSNL,3,299,21,21.1,1079,48,Prepaid,1,5,0,1,4,No,No
CUST07519,26,Female,Kerala,Jio,9,239,35,9.89,500,71,Prepaid,2,20,3,2,3,No,Yes
CUST07520,39,Male,Tamil Nadu,Airtel,16,239,90,8.15,551,128,Prepaid,0,9,4,0,5,No,No
CUST07521,40,Male,Rajasthan,Airtel,62,239,28,37.07,870,96,Prepaid,5,27,4,3,2,No,Yes
CUST07522,46,Male,Rajasthan,BSNL,8,299,28,8.86,705,42,Prepaid,0,10,6,3,3,No,No
CUST07523,57,Male,Delhi,Jio,34,499,28,7.74,132,45,Prepaid,1,0,1,2,4,No,No
CUST07524,30,Female,Madhya Pradesh,Airtel,35,799,28,6.71,495,85,Postpaid,0,4,3,0,4,No,No
CUST07525,37,Male,Gujarat,Jio,46,199,60,22.93,1611,23,Prepaid,5,26,0,4,2,No,Yes
CUST07526,20,Female,Rajasthan,BSNL,47,149,28,22.71,705,48,Prepaid,0,11,17,1,5,No,No
CUST07527,43,Female,Uttar Pradesh,Airtel,120,799,28,21.14,1297,40,Prepaid,5,22,9,3,2,No,Yes
CUST07528,37,Male,Telangana,Airtel,25,239,21,17.64,619,56,Prepaid,0,9,2,1,5,No,No
CUST07529,33,Female,Telangana,Airtel,7,239,28,10.93,475,12,Prepaid,1,5,3,2,4,No,No
CUST07530,28,Male,Tamil Nadu,Jio,37,99,45,26.6,608,53,Prepaid,0,0,4,1,5,No,No
CUST07531,31,Male,Uttar Pradesh,Jio,40,399,28,43.84,633,126,Prepaid,3,5,0,3,4,No,No
CUST07532,38,Male,Delhi,Airtel,66,399,21,5.13,567,28,Prepaid,0,7,4,1,5,No,No
CUST07533,23,Male,Tamil Nadu,BSNL,9,399,28,48.2,853,35,Prepaid,0,2,0,0,4,No,No
CUST07534,31,Male,Telangana,Jio,34,799,28,65.48,186,37,Postpaid,9,47,0,5,1,Yes,No
CUST07535,35,Female,Kerala,BSNL,37,239,28,38.81,440,27,Prepaid,1,6,4,1,4,No,No
CUST07536,18,Female,Telangana,Jio,41,299,90,24.91,990,23,Prepaid,2,9,1,1,5,No,No
CUST07537,22,Female,Maharashtra,BSNL,44,239,28,30.45,1114,74,Prepaid,1,7,4,2,3,No,No
CUST07538,27,Male,Madhya Pradesh,Jio,19,199,35,31.85,204,25,Prepaid,1,2,14,1,4,Yes,No
CUST07539,54,Male,Kerala,Jio,34,199,28,8.57,709,59,Prepaid,1,15,0,1,3,No,No
CUST07540,25,Male,Delhi,Airtel,42,239,90,35.27,1146,20,Prepaid,4,13,7,2,3,No,No
CUST07541,34,Male,Tamil Nadu,Vi,69,1499,30,73.95,185,23,Postpaid,2,6,3,2,4,No,No
CUST07542,23,Male,West Bengal,Vi,118,239,45,36.91,555,32,Prepaid,5,14,17,3,3,Yes,Yes
CUST07543,26,Female,Rajasthan,Airtel,10,499,35,9.2,149,105,Prepaid,0,12,1,0,5,No,No
CUST07544,18,Other,Punjab,Airtel,47,239,28,5.85,561,13,Prepaid,0,6,6,1,5,No,No
CUST07545,43,Male,Tamil Nadu,Jio,38,199,28,57.06,540,94,Prepaid,7,16,6,5,2,No,No
CUST07546,19,Male,Uttar Pradesh,Jio,112,499,30,37.92,391,16,Postpaid,1,7,0,2,5,No,No
CUST07547,46,Female,West Bengal,Jio,50,99,28,25.19,733,99,Prepaid,1,13,6,2,3,No,No
CUST07548,41,Male,Tamil Nadu,Airtel,45,199,45,23.3,2203,109,Prepaid,1,12,1,1,4,No,No
CUST07549,34,Female,Madhya Pradesh,Airtel,3,699,45,19.28,939,87,Postpaid,1,7,14,1,4,No,No
CUST07550,46,Female,Rajasthan,Vi,14,399,35,12.44,493,24,Prepaid,3,16,23,2,3,No,No
CUST07551,70,Female,Delhi,Vi,23,199,21,27.41,472,199,Prepaid,1,9,6,2,4,Yes,No
CUST07552,41,Male,Maharashtra,Jio,36,199,28,33.5,196,33,Prepaid,1,8,14,1,5,No,No
CUST07553,22,Female,Delhi,Vi,91,99,21,27.89,890,35,Prepaid,7,35,0,4,1,Yes,Yes
CUST07554,53,Male,West Bengal,Jio,40,699,30,31.94,129,79,Postpaid,0,2,10,0,5,No,No
CUST07555,37,Female,Kerala,Vi,26,599,35,36.33,457,77,Prepaid,0,13,1,0,4,No,No
CUST07556,60,Male,Karnataka,Jio,31,239,28,53.68,742,54,Prepaid,1,5,0,1,5,No,No
CUST07557,29,Male,Delhi,Vi,13,239,28,0.5,481,98,Prepaid,6,31,9,3,1,No,Yes
CUST07558,50,Male,Gujarat,Airtel,27,299,28,22.84,603,13,Prepaid,4,15,0,2,4,No,No
CUST07559,35,Male,Uttar Pradesh,Airtel,13,799,28,27.0,294,4,Prepaid,1,20,3,1,4,No,No
CUST07560,67,Female,Punjab,Vi,54,239,28,8.73,619,34,Prepaid,4,18,9,3,3,No,Yes
CUST07561,32,Female,Uttar Pradesh,Jio,49,149,28,42.84,824,36,Prepaid,0,11,3,1,5,No,No
CUST07562,70,Female,Uttar Pradesh,Jio,19,399,28,89.93,446,41,Prepaid,1,15,0,2,4,No,No
CUST07563,40,Male,Rajasthan,Airtel,54,499,45,45.09,1315,32,Prepaid,3,13,1,2,4,No,No
CUST07564,45,Female,Maharashtra,Vi,2,399,28,21.2,299,13,Prepaid,1,14,9,2,4,Yes,No
CUST07565,55,Male,Uttar Pradesh,Airtel,33,1199,28,36.29,553,22,Postpaid,8,12,0,5,2,Yes,Yes
CUST07566,26,Female,Rajasthan,Jio,72,1499,35,37.27,726,35,Postpaid,3,21,1,3,4,No,No
CUST07567,47,Female,Uttar Pradesh,Airtel,20,799,30,8.86,1135,30,Postpaid,3,11,6,3,3,No,No
CUST07568,31,Male,Telangana,Airtel,43,239,28,13.77,679,40,Prepaid,5,13,13,3,3,No,No
CUST07569,37,Female,West Bengal,Airtel,83,599,28,35.83,1087,196,Prepaid,0,0,2,0,5,No,No
CUST07570,36,Male,West Bengal,Vi,95,799,30,24.87,980,61,Postpaid,2,16,0,3,4,No,No
CUST07571,42,Male,Kerala,Airtel,16,499,35,38.07,519,11,Postpaid,1,6,19,2,4,No,No
CUST07572,41,Male,Punjab,Jio,13,239,21,48.35,820,49,Prepaid,2,10,2,3,5,No,No
CUST07573,28,Male,Rajasthan,Jio,43,799,28,18.99,837,121,Prepaid,7,35,11,4,1,Yes,Yes
CUST07574,36,Female,Maharashtra,Airtel,119,99,90,38.04,492,42,Prepaid,3,15,0,3,4,No,Yes
CUST07575,18,Male,Tamil Nadu,Vi,90,499,45,26.16,473,26,Postpaid,0,1,1,1,5,No,No
CUST07576,47,Male,West Bengal,Jio,21,1499,30,14.57,490,93,Postpaid,0,0,1,2,5,No,No
CUST07577,55,Female,Maharashtra,Others,11,1499,30,53.35,361,134,Postpaid,2,7,15,1,3,No,No
CUST07578,37,Female,Maharashtra,Jio,42,399,35,21.58,1091,93,Prepaid,7,12,7,4,3,No,No
CUST07579,18,Female,Maharashtra,Airtel,25,299,28,42.2,304,220,Prepaid,0,5,1,0,5,No,No
CUST07580,44,Female,West Bengal,Jio,2,499,45,21.64,1695,84,Prepaid,5,28,11,3,1,Yes,Yes
CUST07581,26,Female,Tamil Nadu,BSNL,46,1199,30,14.19,720,35,Postpaid,2,8,1,1,4,No,No
CUST07582,37,Male,Delhi,Vi,30,999,28,18.15,434,39,Postpaid,0,3,0,0,5,No,No
CUST07583,43,Male,Maharashtra,Jio,7,299,28,53.74,529,39,Prepaid,3,9,0,3,4,Yes,No
CUST07584,42,Male,West Bengal,BSNL,29,199,21,11.92,809,35,Prepaid,2,13,23,1,5,No,Yes
CUST07585,48,Male,Karnataka,Jio,21,149,60,26.75,560,157,Prepaid,7,36,2,4,1,No,Yes
CUST07586,37,Female,Karnataka,Vi,86,399,45,23.17,680,51,Prepaid,7,29,0,4,1,No,Yes
CUST07587,37,Male,Uttar Pradesh,Vi,1,299,35,29.9,198,5,Prepaid,5,15,3,3,2,No,Yes
CUST07588,44,Female,Rajasthan,Vi,13,699,35,5.04,1077,40,Postpaid,1,13,1,1,4,No,No
CUST07589,34,Male,Delhi,BSNL,16,499,35,22.29,355,73,Postpaid,0,7,8,1,5,Yes,No
CUST07590,27,Male,Uttar Pradesh,Vi,54,599,14,32.74,337,13,Prepaid,2,9,8,1,4,No,No
CUST07591,40,Male,Karnataka,Others,60,149,35,27.69,647,26,Prepaid,1,11,6,2,3,No,No
CUST07592,21,Female,West Bengal,Jio,108,499,60,19.01,305,32,Prepaid,0,6,0,0,4,No,No
CUST07593,34,Female,Gujarat,Jio,28,199,28,68.3,1042,16,Prepaid,3,14,14,3,2,No,Yes
CUST07594,18,Female,Gujarat,Airtel,7,799,35,7.12,579,97,Postpaid,2,12,11,2,5,Yes,No
CUST07595,28,Male,West Bengal,Vi,5,399,30,32.8,349,51,Postpaid,1,6,5,1,4,No,No
CUST07596,29,Other,Uttar Pradesh,Airtel,27,239,21,26.92,433,29,Prepaid,1,0,0,2,5,No,No
CUST07597,23,Male,Gujarat,Jio,39,399,28,50.24,840,37,Prepaid,1,8,8,2,3,No,No
CUST07598,48,Male,Maharashtra,Vi,25,499,60,18.41,701,45,Prepaid,1,0,2,1,5,No,No
CUST07599,47,Other,Madhya Pradesh,Others,21,199,35,25.06,588,13,Prepaid,1,9,13,2,4,No,Yes
CUST07600,51,Male,West Bengal,Airtel,3,149,21,9.63,391,49,Prepaid,0,4,0,0,5,Yes,No
CUST07601,33,Female,Karnataka,Jio,33,299,28,12.49,105,60,Prepaid,2,9,2,1,4,No,No
CUST07602,30,Male,Uttar Pradesh,Jio,13,999,35,15.29,692,51,Postpaid,6,31,0,3,2,No,Yes
CUST07603,45,Female,Maharashtra,Jio,74,399,35,6.14,668,114,Prepaid,0,11,6,0,4,No,No
CUST07604,37,Female,Tamil Nadu,Vi,9,699,35,45.4,677,38,Postpaid,1,0,14,2,5,No,No
CUST07605,36,Male,Maharashtra,BSNL,10,299,28,10.18,541,66,Prepaid,1,10,4,2,4,No,No
CUST07606,18,Female,Delhi,Jio,41,499,30,29.1,601,19,Postpaid,2,18,19,3,3,No,No
CUST07607,44,Male,Maharashtra,Airtel,20,699,30,39.71,510,20,Postpaid,5,20,10,3,2,No,Yes
CUST07608,42,Female,Tamil Nadu,Vi,89,299,28,28.59,635,19,Prepaid,4,28,2,2,3,No,Yes
CUST07609,35,Male,Delhi,Jio,16,799,35,14.88,1083,72,Prepaid,0,5,30,0,5,No,Yes
CUST07610,45,Male,Tamil Nadu,Airtel,39,799,35,8.45,110,9,Postpaid,6,10,7,3,2,No,No
CUST07611,42,Male,Maharashtra,Vi,12,299,45,7.43,1477,121,Prepaid,1,11,0,1,4,No,Yes
CUST07612,27,Male,Delhi,Vi,12,799,28,38.1,1036,67,Prepaid,8,20,29,4,1,Yes,Yes
CUST07613,32,Female,West Bengal,Airtel,52,999,30,5.04,197,23,Postpaid,3,12,2,4,3,No,Yes
CUST07614,23,Male,Delhi,Vi,14,199,45,49.93,1110,37,Prepaid,1,2,3,2,4,No,No
CUST07615,53,Male,Uttar Pradesh,Jio,26,499,35,33.09,600,14,Prepaid,1,4,5,2,4,No,No
CUST07616,47,Male,Delhi,Jio,48,399,28,33.13,230,17,Prepaid,6,33,1,3,2,No,Yes
CUST07617,25,Male,Delhi,Jio,119,599,35,19.26,1287,92,Prepaid,0,3,1,0,5,No,No
CUST07618,42,Female,Rajasthan,Jio,12,299,28,21.99,593,63,Prepaid,5,21,1,3,1,No,Yes
CUST07619,38,Other,Kerala,Jio,29,299,28,18.56,356,84,Prepaid,2,15,0,2,2,No,No
CUST07620,27,Male,Maharashtra,Jio,15,399,60,13.07,164,50,Prepaid,1,3,10,1,5,No,Yes
CUST07621,36,Female,Maharashtra,Airtel,36,799,14,14.03,871,83,Prepaid,7,33,0,4,1,Yes,Yes
CUST07622,45,Male,Rajasthan,Airtel,10,239,28,16.07,364,59,Prepaid,1,8,6,1,4,No,No
CUST07623,46,Male,Kerala,Jio,42,399,28,39.18,784,37,Prepaid,0,14,3,0,5,No,No
CUST07624,63,Female,Punjab,Jio,1,1499,30,18.26,221,117,Postpaid,6,37,0,3,1,No,Yes
CUST07625,36,Male,Tamil Nadu,Airtel,71,499,21,9.7,571,57,Prepaid,4,19,1,2,3,No,No
CUST07626,32,Female,Tamil Nadu,Jio,27,499,30,12.39,782,45,Postpaid,0,8,2,3,3,Yes,Yes
CUST07627,42,Female,Uttar Pradesh,Airtel,43,239,45,27.18,462,34,Prepaid,0,7,7,0,5,No,No
CUST07628,33,Male,Rajasthan,Vi,32,239,28,13.43,241,23,Prepaid,1,6,1,1,3,No,Yes
CUST07629,28,Female,Uttar Pradesh,Jio,54,599,28,13.22,444,103,Prepaid,6,27,0,4,2,No,Yes
CUST07630,24,Female,Telangana,Jio,38,239,21,10.57,245,20,Prepaid,0,0,1,0,5,No,No
CUST07631,18,Male,West Bengal,Jio,2,199,45,30.92,709,61,Prepaid,0,2,0,0,4,No,No
CUST07632,44,Female,Tamil Nadu,Jio,45,399,45,32.97,635,5,Prepaid,5,14,7,7,1,Yes,Yes
CUST07633,18,Male,Tamil Nadu,BSNL,46,699,28,12.15,1030,31,Postpaid,0,1,2,0,4,No,No
CUST07634,24,Other,Uttar Pradesh,Jio,35,199,28,6.8,448,31,Prepaid,1,5,0,2,5,No,No
CUST07635,39,Female,Tamil Nadu,Airtel,29,239,28,8.34,1459,81,Prepaid,1,9,9,3,4,No,No
CUST07636,31,Male,Tamil Nadu,Vi,86,1199,60,20.2,256,95,Postpaid,1,6,7,1,4,No,Yes
CUST07637,61,Male,Maharashtra,Jio,30,199,21,46.17,919,17,Prepaid,3,22,12,3,2,No,No
CUST07638,18,Female,Gujarat,Jio,12,149,28,13.97,1674,114,Prepaid,4,16,0,4,2,Yes,Yes
CUST07639,62,Male,Tamil Nadu,Vi,18,299,35,18.21,1237,81,Prepaid,0,0,2,2,5,No,No
CUST07640,52,Male,Madhya Pradesh,Vi,117,239,35,2.6,492,90,Prepaid,0,10,0,1,4,No,No
